date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:00:35	3520/3520	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Sep%202015%2018:00:04%20GMT	http://edwardbartonandthebabymen.com/page6.html	C:/ebb/ebb/edwardbartonandthebabymen.com/page6.html	(from http://edwardbartonandthebabymen.com/)
19:00:35	38999/38999	---M--	200	added ('OK')	image/jpeg	etag:%229857-4e66d098211d1%22	http://edwardbartonandthebabymen.com/img/page1_01.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/page1_01.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:35	1931/1931	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Sep%202015%2018:00:05%20GMT	http://edwardbartonandthebabymen.com/page3.html	C:/ebb/ebb/edwardbartonandthebabymen.com/page3.html	(from http://edwardbartonandthebabymen.com/)
19:00:37	15907/15907	---M--	200	added ('OK')	image/jpeg	etag:%223e23-4e618900a7d6e%22	http://edwardbartonandthebabymen.com/img/wehaveashow_line.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/wehaveashow_line.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:38	49740/49740	---M--	200	added ('OK')	image/jpeg	etag:%22c24c-4e66d0dda9eee%22	http://edwardbartonandthebabymen.com/img/page1_03.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/page1_03.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:38	3632/3632	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Sep%202015%2018:00:08%20GMT	http://edwardbartonandthebabymen.com/page4.html	C:/ebb/ebb/edwardbartonandthebabymen.com/page4.html	(from http://edwardbartonandthebabymen.com/)
19:00:39	21750/21750	---M--	200	added ('OK')	image/jpeg	etag:%2254f6-4e618900c84f1%22	http://edwardbartonandthebabymen.com/img/logos_line.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/logos_line.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:39	29344/29344	---M--	200	added ('OK')	image/jpeg	etag:%2272a0-4e618900afa75%22	http://edwardbartonandthebabymen.com/img/wehaveasingle_line.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/wehaveasingle_line.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:40	4129/4129	---M--	200	added ('OK')	image/jpeg	etag:%221021-4e5dc37a594a3%22	http://edwardbartonandthebabymen.com/img/emailus_180.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/emailus_180.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:41	12394/12394	---M--	200	added ('OK')	image/jpeg	etag:%22306a-4e61eef322185%22	http://edwardbartonandthebabymen.com/img/weexist_line.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/weexist_line.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:41	723/723	---M--	200	added ('OK')	image/jpeg	etag:%222d3-4e698cea9fb17%22	http://edwardbartonandthebabymen.com/img/foot.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/foot.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:41	8873/8873	---M--	200	added ('OK')	image/jpeg	etag:%2222a9-4e66c90a33f31%22	http://edwardbartonandthebabymen.com/img/sheep2_200.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/sheep2_200.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:42	7764/7764	---M--	200	added ('OK')	image/jpeg	etag:%221e54-4e66c90a1723c%22	http://edwardbartonandthebabymen.com/img/sheep1_200.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/sheep1_200.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:45	51377/51377	---M--	200	added ('OK')	image/jpeg	etag:%22c8b1-4e56bf859606c%22	http://edwardbartonandthebabymen.com/img/page1_07c.jpg	C:/ebb/ebb/edwardbartonandthebabymen.com/img/page1_07c.jpg	(from http://edwardbartonandthebabymen.com/)
19:00:46	26303/26303	---MC-	200	added ('OK')	text/javascript	date:Thu,%2010%20Sep%202015%2010:52:20%20GMT	http://www.google-analytics.com/analytics.js	C:/ebb/ebb/www.google-analytics.com/analytics.js	(from http://edwardbartonandthebabymen.com/)
19:00:46	4355/4355	---M-Z	200	added ('OK')	text/html	date:Thu,%2024%20Sep%202015%2018:00:15%20GMT	http://edwardbartonandthebabymen.com/index.html	C:/ebb/ebb/edwardbartonandthebabymen.com/index-2.html	(from http://edwardbartonandthebabymen.com/page1.html)
